Firewall|2006|Richard Loncraine
Dare mo shiranai|2004|Hirokazu Koreeda
Flightplan|2005|Robert Schwentke
The Heartbreak Kid|2007|Bobby Farrelly
Kids in America|2005|Josh Stolberg
Last Holiday|2006|and a Killer Woman
Love Wrecked|2005|I Shrunk the Audience Honey
Marilyn Hotchkiss' Ballroom Dancing & Charm School|2005|Randall Miller
Surveillance|2008|Jennifer Chambers Lynch
The Alibi|2006|Matt Checkowski
Come Away Home|2005|Doug McKeon
Dnevnoy dozor|2006|Timur Bekmambetov
Hustle & Flow|2005|Craig Brewer
Nim's Island|2008|Jennifer Flackett
On a Clear Day|2005|Gaby Dellal
Orwell Rolls in His Grave|2003|Robert Kane Pappas
The Work and the Glory|2004|Russell Holt
Tideland|2005|Terry Gilliam
Tying the Knot|2004|Jim ve
Downloading Nancy|2008|Johan Renck
Hell Ride|2008|Larry Bishop
Mondovino|2004|Jonathan Nossiter
Broken Flowers|2005|Jim Jarmusch
The World's Fastest Indian|2005|Roger Donaldson
Brideshead Revisited|2008|Julian Jarrold
When the Road Bends: Tales of a Gypsy Caravan|2006|Jasmine Dellal
The Hawk Is Dying|2006|Julian Goldberger
Little Manhattan|2005|Mark Levin
Mrs Henderson Presents|2005|Take the Dog Favorite
Evan Almighty|2007|Tom Shadyac
Shrek the Third|2007|Raman Hui
Wassup Rockers|2005|Larry Clark
Elizabeth: The Golden Age|2007|Shekhar Kapur
The War Within|2005|Joseph Castelo
Pride & Prejudice|2005|Joe Wright
Amu|2005|Shonali Bose
Ai-Fak|2004|Pantham Thongsangl
Barnyard|2006|Steve Oedekerk
The Quiet|2005|Jamie Babbit
The Fountain|2006|Darren Aronofsky
Hom rong|2004|Ittisoontorn Vichailak
Talladega Nights: The Ballad of Ricky Bobby|2006|Baby Cop Cop
Beed-e majnoon|2005|Majid Majidi
Boy s tenyu|2005|Aleksei Sidorov
Hate Crime|2005|Tommy Stovall
Hounddog|2007|Deborah Kampmeier
Kaal|2005|Soham Shah
Lichnyy nomer|2004|Evgeny Lavrentiev
Keeping Up with the Steins|2006|Scott Marshall
Martian Child|2007|Menno Meyjes
Me and You and Everyone We Know|2005|Miranda July
Pobeg|2005|Yegor Konchalovsky
The Secret Life of Bees|2008|Gina Prince-Bythewood
Voditel dlya Very|2004|Pavel Chukhraj
Wolf Creek|2005|Greg Mclean
Match Point|2005|Woody Allen
American Gun|2005|Aric Avelino
Bandidas|2006|Joachim nning
Becoming Jane|2007|Julian Jarrold
Howard Zinn: You Can't Be Neutral on a Moving Train|2004|Deb Ellis
Must Love Dogs|2005|Gary David Goldberg
Snakes on a Plane|2006|Lex Halaby
Two for the Money|2005|D.J. Caruso
Idlewild|2006|Bryan Barber
Aliens of the Deep|2005|James Cameron
Annapolis|2006|Justin Lin
Dreamland|2006|Jason Matzner
Factotum|2005|Bent Hamer
Harry Potter and the Half-Blood Prince|2009|David Yates
Headspace|2005|Andrew Houten
Outfoxed: Rupert Murdoch's War on Journalism|2004|Robert Greenwald
Dreamer: Inspired by a True Story|2005|John Gatins
Flags of Our Fathers|2006|Clint Eastwood
Jarhead|2005|Sam Mendes
Junebug|2005|Phil Morrison
Land of the Dead|2005|George A. Romero
En soap|2006|Pernille Christensen
La tigre e la neve|2005|Roberto Benigni
Wah-Wah|2005|Richard E. Grant
The Three Burials of Melquiades Estrada|2005|Tommy Lee Jones
American Hardcore|2006|Paul Rachman
Believe in Me|2006|Robert Collector
Cruel World|2005|Kelsey T. Howard
In the Land of Women|2007|Jon Kasdan
The Marine|2006|John Bonito
Nine Lives|2005|Rodrigo a
The Tale of Despereaux|2008|Sam Fell
Sam gang yi|2004|Chan-wook Park
Uncovered: The War on Iraq|2004|Robert Greenwald
Keane|2004|Lodge Kerrigan
The Texas Chainsaw Massacre: The Beginning|2006|Jonathan Liebesman
Veer-Zaara|2004|Yash Chopra
Up for Grabs|2004|Chris Ward
The Boss|2005|Eme Guitron
Christmas at Maxwell's|2006|William C. Laufer
Infamous|2006|Douglas McGrath
Short Cut to Nirvana: Kumbh Mela|2004|Maurizio Benazzo
Opal Dream|2005|Peter Cattaneo
Tell Them Who You Are|2004|Mark Wexler
Domino|2005|Tony Scott
Street Kings|2008|David Ayer
Control|2007|Anton Corbijn
Zerophilia|2005|Martin Curland
Casting About|2004|Barry J. Hershey
Mrs Palfrey at The Claremont|2005|Dan Ireland
Royal Kill|2009|Babar Ahmed
Red Eye|2005|Wes Craven
Imagine Me & You|2005|Ol Parker
Crutch|2004|Rob Moretti
Diary of a Mad Black Woman|2005|Darren Grant
First Morning|2003|Victor Vu
Fool el seen el azeem|2004|Sherif Arafa
Fur: An Imaginary Portrait of Diane Arbus|2006|Steven Shainberg
Hatchet|2006|Adam Green
Sarah Silverman: Jesus Is Magic|2005|Liam Lynch
Marie Antoinette|2006|Bath and Beyond Bed
Music Within|2007|Steven Sawalich
The Oh in Ohio|2006|Billy Kent
Phir Milenge|2004|My Friend Mitr
SherryBaby|2006|Laurie Collyer
Shijie|2004|Zhang Ke Jia
Sigaw|2004|Yam Laranas
Surf's Up|2007|Ash Brannon
The Syrian Bride|2004|Eran Riklis
Tasuma|2004|Kollo Sanou
Bin-jip|2004|Ki-duk Kim
Charlie Bartlett|2007|Jon Poll
Darwin's Nightmare|2004|Hubert Sauper
David & Layla|2005|Jay Jonroy
Flushed Away|2006|David Bowers
Gunner Palace|2004|Petra Epperlein
Meng ying tong nian|2004|Jiang Xiao
The Mostly Unfabulous Social Life of Ethan Green|2005|George Bamber
Clerks II|2006|Kevin Smith
Three of Hearts: A Postmodern Family|2004|Susan Kaplan
The Wild Parrots of Telegraph Hill|2003|Judy Irving
Balls of Fury|2007|Robert Ben Garant
Candy|2006|Neil Armfield
Copying Beethoven|2006|Agnieszka Holland
Deep Sea|2006|Howard Hall
Employee of the Month|2006|Greg Coolidge
Hot Fuzz|2007|Edgar Wright
Just Like Heaven|2005|Mark Waters
Mini's First Time|2006|Nick Guthe
Run Fatboy Run|2007|David Schwimmer
Block Party|2005|Michel Gondry
Chi bi|2008|John Woo
Ha-Ushpizin|2004|Giddi Dar
Feast|2005|John Gulager
Superhero Movie|2008|Craig Mazin
In the Mix|2005|Compulsions Addictions
Alpha Dog|2006|Nick Cassavetes
August Rush|2007|Kirsten Sheridan
Confetti|2006|Debbie Isitt
Failure to Launch|2006|Tom Dey
The Future of Food|2004|Deborah Koons
The Great Debaters|2007|Denzel Washington
Southern Justice|2006|M.D. Selig
The Invasion|2007|Oliver Hirschbiegel
The Lookout|2007|Scott Frank
Milk and Honey|2004|Julia Stovell
Monumental: David Brower's Fight for Wild America|2004|Kelly Duane
Tom yum goong|2005|Prachya Pinkaew
Trust the Man|2005|Bart Freundlich
Hollywoodland|2006|Allen Coulter
The Grand|2007|Zak Penn
Sweet Land|2005|Ali Selim
Cavite|2005|Neill Llana
Fade to Black|2004|Patrick Paulson
I Am a Sex Addict|2005|Caveh Zahedi
La marche de l'empereur|2005|Luc Jacquet
The Second Chance|2006|Steve Taylor
The Tenants|2005|Danny Green
The Thing About My Folks|2005|Raymond Felitta
An American Haunting|2005|Courtney Solomon
Aquamarine|2006|Elizabeth Allen
A League of Ordinary Gentlemen|2004|Christopher Browne
One Night with the King|2006|Michael O. Sajbel
The Secret Life of Words|2005|je t'aime Paris
Shaadi Karke Phas Gaya Yaar|2006|K.S. Adiyaman
Stick It|2006|Jessica Bendinger
Voices of Iraq|2004|Martin Kunert
Everyone's Hero|2006|Colin Brady
Beautiful Losers|2008|Joshua Leonard
Role Models|2008|David Wain
Brothers of the Head|2005|Keith Fulton
Flannel Pajamas|2006|Jeff Lipsky
Live Free or Die|2006|Gregg Kavet
Saw II|2005|Darren Lynn Bousman
Factory Girl|2006|George Hickenlooper
Looking for Comedy in the Muslim World|2005|Albert Brooks
Boy Culture|2006|Q. Allan Brocka
Harsh Times|2005|David Ayer
Journey from the Fall|2006|Ham Tran
Land of the Blind|2006|Robert Edwards
Kinky Boots|2005|Julian Jarrold
Flicka|2006|Michael Mayer
Reinas|2005|Manuel Pereira
Gabrielle|2005|Patrice reau
Conversations with Other Women|2005|Hans Canosa
Four Lane Highway|2005|Dylan McCormick
The Invisible|2007|or The Steadfast Tin Soldier and the Vampire Baltimore
Next|2007|Lee Tamahori
Nina's Heavenly Delights|2006|Pratibha Parmar
Speilburgh|2004|Andrew Zehner
After Innocence|2005|Jessica Sanders
The Aristocrats|2005|Paul Provenza
Ballets russes|2005|Daniel Geller
The Devil and Daniel Johnston|2005|Jeff Feuerzeig
The Fall of Fujimori|2005|Ellen Perry
Friends with Money|2006|Nicole Holofcener
G-Force|2009|Hoyt Yeatman
Roving Mars|2006|George Butler
The Motel|2005|Michael Kang
Murderball|2005|Dan Persons
New York Doll|2005|Greg Whiteley
Rock School|2005|Don Argott
El topo|2004|Emiliano Romero
Tulpan|2008|Sergei Dvortsevoy
Twist of Faith|2004|Kirby Dick
Unknown White Male|2005|Rupert Murray
Why We Fight|2005|Eugene Jarecki
Catch a Fire|2006|Phillip Noyce
Parineeta|2005|Pradeep Sarkar
Akeelah and the Bee|2006|Doug Atchison
Behind the Mask: The Rise of Leslie Vernon|2006|Scott Glosserman
Ice Age: The Meltdown|2006|Carlos Saldanha
Mad Hot Ballroom|2005|Marilyn Agrelo
Peaceful Warrior|2006|Victor Salva
Plagues and Pleasures on the Salton Sea|2004|Chris Metzler
Terminator Salvation|2009|Ulf Andersson
The Beauty Academy of Kabul|2004|Liz Mermin
Fat Girls|2006|Ash Christian
The Big Question|2004|il '900 scolpito Corpi
The Boynton Beach Bereavement Club|2005|Susan Seidelman
Dirty|2005|Chris Fisher
Fanaa|2006|Kunal Kohli
Mobsters and Mormons|2005|John E. Moyer
The Real Dirt on Farmer John|2005|Taggart Siegel
Slither|2006|James Gunn
Steel City|2006|Brian Jun
The Bourne Ultimatum|2007|Paul Greengrass
Strajk - Die Heldin von Danzig|2006|nur zum Spiel 
The Devil's Miner|2005|Kief Davidson
Kung Fu Panda|2008|Mark Osborne
Lonely Hearts|2006|Todd Robinson
Stay Alive|2006|William Brent Bell
Vantage Point|2008|Pete Travis
Another Gay Movie|2006|Todd Stephens
La bestia nel cuore|2005|Cristina Comencini
O Jerusalem|2006|Elie Chouraqui
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan|2006|Larry Charles
Breaking and Entering|2006|Anthony Minghella
The Condemned|2007|Scott Wiper
Dreamgirls|2006|Bill Condon
Edmond|2005|Stuart Gordon
Everything's Gone Green|2005|Rodger Goeckeritz
Film Geek|2005|James Westby
The Illusionist|2006|Neil Burger
Killshot|2008|John Madden
Laura Smiles|2006|Jason Ruscio
The Assassination of Jesse James by the Coward Robert Ford|2007|Andrew Dominik
Voices in Wartime|2005|Rick King
The X Files: I Want to Believe|2008|Chris Carter
Keeping Mum|2005|Niall Johnson
Moving McAllister|2007|Andrew Black
Geuddae geusaramdeul|2005|Sang-soo Im
Sandstorm|2004|Michael Mahonen
Across the Universe|2007|Julie Taymor
Blades of Glory|2007|Josh Gordon
Disgrace|2008|Steve Jacobs
One More Round|2005|Stephen Sepher
The Trials of Darryl Hunt|2006|Ricki Stern
Huo Yuan Jia|2006|Ronny Yu
Civic Duty|2006|Jeff Renfroe
The Ground Truth: After the Killing Ends|2006|Patricia Foulkrod
Driving Lessons|2006|Jeremy Brock
Mutual Appreciation|2005|Andrew Bujalski
Full of It|2007|Christian Charles
Emmanuel's Gift|2005|Lisa Lax
Het paard van Sinterklaas|2005|Mischa Kamp
Knowing|2009|Alex Proyas
The Night Listener|2006|Patrick Stettner
Hancock|2008|Peter Berg
Two Weeks|2006|Steve Stockman
Bunty Aur Babli|2005|Shaad Ali
The J-K Conspiracy|2004|Cookie 'Chainsaw' Randolph
Kummelin jackpot|2006|Pekka Karjalainen
Eragon|2006|Stefen Fangmeier
Little Miss Sunshine|2006|Jonathan Dayton
Dominion: Prequel to the Exorcist|2005|Paul Schrader
Pirates of the Caribbean: At World's End|2007|Nick Bridger
RV|2006|Barry Sonnenfeld
loudQUIETloud: A Film About the Pixies|2006|Steven Cantor
Catacombs|2007|Tomm Coker
Chandramukhi|2005|P. Vasu
Jodhaa Akbar|2008|Ashutosh Gowariker
Kabhi Alvida Naa Kehna|2006|Karan Johar
Statskiy sovetnik|2005|Filipp Yankovsky
Hostel|2005|Eli Roth
Punisher: War Zone|2008|Lexi Alexander
That Man: Peter Berlin|2005|Jim Tushinski
Unknown|2006|Simon Brand
The Wicker Man|2006|Neil LaBute
Cirque du Freak: The Vampire's Assistant|2009|Paul Weitz
Italianetz|2005|Andrei Kravchuk
Flandres|2006|Bruno Dumont
As You Like It|2006|Kenneth Branagh
The Derby Stallion|2005|Craig Clyde
The Gospel|2005|Rob Hardy
The Grace Lee Project|2005|Grace Lee
Chinjeolhan geumjassi|2005|Chan-wook Park
The Elephant King|2006|Seth Grossman
No Entry|2005|Anees Bazmee
Paheli|2005|Amol Palekar
El violin|2005|Francisco Vargas
The Break-Up|2006|Peyton Reed
Fall to Grace|2005|Mari Marchbanks
Gone Baby Gone|2007|Ben Affleck
The Good German|2006|and Videotape Lies
Good Luck Chuck|2007|Mark Helfrich
Lady in the Water|2006|M. Night Shyamalan
Race You to the Bottom|2005|Russell Brown
The Time Traveler's Wife|2009|an Untold Story Cuba
Undoing|2006|Chris Chan Lee
Never Been Thawed|2005|Sean Anders
Azuloscurocasinegro|2006|Daniel valo
Elsa y Fred|2005|Marcos Carnevale
Beer League|2006|Frank Sebastiano
Deja Vu|2006|Tony Scott
Hoot|2006|Wil Shriner
TMNT|2007|Kevin Munroe
Chocolate|2005|Vivek Agnihotri
Chocolate|2008|Prachya Pinkaew
The Last Winter|2006|Larry Fessenden
The Pursuit of Happyness|2006|Gabriele Muccino
She's the Man|2006|Andy Fickman
Maradona by Kusturica|2008|Emir Kusturica
Aqua Teen Hunger Force Colon Movie Film for Theaters|2007|Matt Maiellaro
First Descent|2005|Kemp Curly
How to Lose Friends & Alienate People|2008|Robert B. Weide
The Last King of Scotland|2006|Kevin Macdonald
Madea's Family Reunion|2006|Tyler Perry
Dead Silence|2007|James Wan
The Hunting Party|2007|Richard Shepard
Then She Found Me|2007|Helen Hunt
Australia|2008|Baz Luhrmann
The Groomsmen|2006|Edward Burns
ShowBusiness: The Road to Broadway|2007|Dori Berinstein
A State of Mind|2004|Daniel Gordon
Waist Deep|2006|Vondie Curtis-Hall
Moartea domnului Lazarescu|2005|Cristi Puiu
Salaam Namaste|2005|Siddharth Anand
L'enfant|2005|Monica... et Bianca Gigi
Grandma's Boy|2006|Nicholaus Goossen
Church Ball|2006|Kurt Hale
Come Early Morning|2006|Joey Lauren Adams
From Mexico with Love|2009|Jimmy Nickerson
Perfect Stranger|2007|My Sweet Dark
Stormbreaker|2006|Geoffrey Sax
Through the Fire|2005|Alistair Christopher
Nacho Libre|2006|Jared Hess
Scoop|2006|Woody Allen
The Work and the Glory II: American Zion|2005|Sterling Wagenen
Fido|2006|Andrew Currie
The Holiday|2006|Nancy Meyers
The Devil Wears Prada|2006|David Frankel
Fast Track|2006|Jesse Peretz
Right at Your Door|2006|Chris Gorak
McLibel|2005|Franny Armstrong
El cantante|2006|Leon Ichaso
X-Men Origins: Wolverine|2009|Gavin Hood
Crossing the Bridge: The Sound of Istanbul|2005|Fatih Akin
Zui hao de shi guang|2005|nan guo jian
The Work and the Glory III: A House Divided|2006|Sterling Wagenen
Cashback|2006|Sean Ellis
Deep Water|2006|Louise Osmond
The Fall|2006|Tarsem Singh
The Sasquatch Gang|2006|Tim Skousen
Unidentified|2006|Rich Christiano
Moonlight|2007|Raman Bharadwaj
Whole New Thing|2005|Amnon Buchbinder
Skinwalkers|2006|James Isaac
Cut Sleeve Boys|2006|Ray Yeung
Black Snake Moan|2006|Craig Brewer
Daddy Day Camp|2007|Fred Savage
Grindhouse|2007|Robert Rodriguez
Margaret Cho: Assassin|2005|Kerry Asmussen
How to Eat Fried Worms|2006|Bob Dolman
Larry the Cable Guy: Health Inspector|2006|Trent Cooper
The Last Legion|2007|Doug Lefler
Outlander|2008|Till You Mow the Lawn Dad
The Last Hangman|2005|Adrian Shergold
Rambo|2008|Sylvester Stallone
Rescue Dawn|2006|What Have Ye Done Son
School for Scoundrels|2006|Todd Phillips
The Simpsons Movie|2007|Inc. Monsters
La mujer de mi hermano|2005|Ricardo Montreuil
Freedom Writers|2007|Richard LaGravenese
Grbavica|2006|Jasmila Zbanic
I'm Reed Fish|2006|Zackary Adler
Loren Cass|2006|Chris Fuller
Chup Chup Ke|2006|Kookie V. Gulati
Kosmos kak predchuvstvie|2005|Aleksei Uchitel
American Dreamz|2006|Paul Weitz
Nuovomondo|2006|Emanuele Crialese
National Treasure: Book of Secrets|2007|Patience More
Eye of the Dolphin|2006|Michael D. Sellers
Disappearances|2006|Jay Craven
Michael Clayton|2007|Tony Gilroy
My Super Ex-Girlfriend|2006|Ivan Reitman
Ye yan|2006|Xiaogang Feng
Date Movie|2006|Jason Friedberg
Ten Canoes|2006|Rolf Heer
The Architect|2006|Matt Tauber
Hallam Foe|2007|David Mackenzie
I Could Never Be Your Woman|2007|Amy Heckerling
ATL|2006|Chris Robinson
Randy and the Mob|2007|Ray McKinnon
Underdog|2007|Frederik Chau
Max Payne|2008|John Moore
The Other Boleyn Girl|2008|Justin Chadwick
The Road to Guantanamo|2006|Mat Whitecross
Half Nelson|2006|Brooklyn Gowanus
Old Joy|2006|Kelly Reichardt
One Bright Shining Moment|2005|Stephen Vittoria
Tsotsi|2005|Gavin Hood
Alles is liefde|2007|Joram rsen
There Will Be Blood|2007|Paul Thomas Anderson
Bathory|2008|Juraj Jakubisko
Dreaming Lhasa|2005|Ritu Sarin
Little Big Top|2006|Ward Roberts
Diggers|2006|Katherine Dieckmann
Rolling|2007|Billy Samoa Saleebey
Spinning Into Butter|2007|Mark Brokaw
Onaji tsuki wo miteiru|2005|Kenta Fukasaku
Africa United|2005|Olaf de Fleur Johannesson
August|2008|Austin Chick
The Dukes|2007|Robert Davi
Neal 'N' Nikki|2005|Arjun Sablok
Yi ma de hou xian dai sheng huo|2006|Ann Hui
Mohami khulaa|2002|Mohamed Yassine
Apocalypto|2006|Mel Gibson
Bart Got a Room|2008|Brian Hecker
Death Defying Acts|2007|Bridesmaids Bingo
Jazireh ahani|2005|Mohammad Rasoulof
Penelope|2006|Mark Palansky
Alone with Her|2006|Eric Nicholas
The Flying Scotsman|2006|Douglas Mackinnon
Man zkt vrouw|2007|Miel Hoogenbemt
Closing Escrow|2007|Armen Kaprelian
Crossover|2006|Preston A. II
Giuliani Time|2005|Kevin Keating
Crossing the Line|2006|Daniel Gordon
Waitress|2007|Adrienne Shelly
The Flock|2007|Niels Mueller
A Guide to Recognizing Your Saints|2006|Dito Montiel
September Dawn|2006|Christopher Cain
State of Play|2009|Kevin Macdonald
The TV Set|2006|Jake Kasdan
Angel-A|2005|Luc Besson
Sisters in Law|2005|Florence Ayisi
Khadak|2006|Peter Brosens
Hood of Horror|2006|Stacy Title
The Last Protagonist of Edward Dryden|2005|Michael Leffler
Making Grace|2004|Catherine Gund
Pride|2007|Sunu Gonera
Smokin' Aces|2006|Bullets and Octane Guts
The Untold Story of Emmett Louis Till|2005|Keith Beauchamp
Chin bui but dzui|2005|Tung-Shing Yee
Tae-poong|2005|Kyung-Taek Kwak
Paraiso Travel|2008|Simon Brand
Mister Lonely|2007|Harmony Korine
Ambrose Bierce: Civil War Stories|2006|Brian James Egen
Ober|2006|Alex van Warmerdam
Were the World Mine|2008|Tom Gustafson
Firehouse Dog|2007|Todd Holland
Norbit|2007|Brian Robbins
Rocket Science|2007|Jeffrey Blitz
Wristcutters: A Love Story|2006|Goran Dukic
Night at the Museum|2006|Shawn Levy
Broken Bridges|2006|Steven Goldmann
Cthulhu|2007|Dan Gildark
The Heart of the Game|2005|Ward Serrill
Leonard Cohen: I'm Your Man|2005|Lian Lunson
A New Day in Old Sana'a|2005|Bader Hirsi
Knocked Up|2007|Judd Apatow
Karov La Bayit|2005|Dalia Hager
El inmigrante|2005|Dave Eckenrode
The Inner Life of Martin Frost|2007|Paul Auster
Ripple Effect|2007|Philippe Caland
Rocky Balboa|2006|Sylvester Stallone
Zavet|2007|Emir Kusturica
Rogue|2007|Greg Mclean
Seraphim Falls|2006|David Ancken
Dasavatharam|2008|K.S. Ravikumar
Sivaji|2007|S. Shankar
Crank|2006|Mark Neveldine
Living & Dying|2007|Jon Keeyes
Off the Black|2006|James Ponsoldt
Passage to Zarahemla|2007|Chris Heimerdinger
The Sensation of Sight|2006|Aaron J. Wiederspahn
Dan in Real Life|2007|Peter Hedges
Ira & Abby|2006|Robert Cary
No Reservations|2007|Scott Hicks
Carmen and Geoffrey|2005|Linda Atkinson
Harold & Kumar Escape from Guantanamo Bay|2008|Jon Hurwitz
Matthew Barney: No Restraint|2006|Alison Chernick
Bella|2006|Alejandro Monteverde
A Good Day to Be Black & Sexy|2008|Dennis Dortch
Miss Potter|2006|Chris Noonan
Pride and Glory|2008|Gavin O'Connor
Space Chimps|2008|Kirk Micco
The Strangers|2008|Bryan Bertino
The Ultimate Gift|2006|Michael O. Sajbel
Nobel Son|2007|Randall Miller
Stephanie Daley|2006|Hilary Brougher
The Good Night|2007|Jake Paltrow
L'iceberg|2005|Dominique Abel
Americanizing Shelley|2007|Lorraine Senna
Salaam-E-Ishq|2007|Nikhil Advani
The Air I Breathe|2007|Jieho Lee
Bo bui gai wak|2006|Benny Chan
Wind Chill|2007|Gregory Jacobs
American Teen|2008|Nanette Burstein
Beerfest|2006|Jay Chandrasekhar
First Sunday|2008|David E. Talbert
Fuck|2005|Steve Anderson
Stardust|2007|Matthew Vaughn
Chacun sa nuit|2006|Pascal Arnold
Disturbia|2007|D.J. Caruso
In Her Line of Fire|2006|Brian Trenchard-Smith
Bonneville|2006|Christopher N. Rowley
La graine et le mulet|2007|Abdel Kechiche
Arctic Tale|2007|Adam Ravetch
Unaccompanied Minors|2006|Paul Feig
Zinda|2006|Sanjay Gupta
Awesome| I Fuckin' Shot That!|2006
Jumper|2008|Doug Liman
My Name Is Bruce|2007|Bruce Campbell
The Nanny Diaries|2007|Shari Springer Berman
Once in a Lifetime: The Extraordinary Story of the New York Cosmos|2006|Paul Crowder
Saw III|2006|Darren Lynn Bousman
Stop-Loss|2008|Kimberly Peirce
Strange Wilderness|2008|Fred Wolf
Butterfly on a Wheel|2007|Mike Barker
Conversations with God|2006|Stephen Deutsch
Aristide and the Endless Revolution|2005|Nicolas Rossier
Big Stan|2007|Rob Schneider
Phat Girlz|2006|Nnegest 
Reign Over Me|2007|Mike Binder
Dedication|2007|Justin Theroux
L'inchiesta|2006|Giulio Base
Away from Her|2006|Sarah Polley
The Haunting in Connecticut|2009|Peter Cornwell
Black Gold|2006|Marc Francis
In Between Days|2006|So Yong Kim
Iraq in Fragments|2006|James Longley
Puccini for Beginners|2006|Liars Doctors
Shrooms|2007|Paddy Breathnach
So Much So Fast|2006|Steven Ascher
Stay|2006|Bobcat Goldthwait
An Unreasonable Man|2006|Henriette Mantel
The Foot Fist Way|2006|Jody Hill
Our Brand Is Crisis|2005|Rachel Boynton
The Game Plan|2007|Andy Fickman
Kurtlar vadisi - Irak|2006|Serdar Akar
Boarding Gate|2007|Olivier Assayas
Greetings from the Shore|2007|Greg Chwerchak
The Skeptic|2009|Tennyson Bardwell
This Film Is Not Yet Rated|2006|Kirby Dick
Inkheart|2008|Iain Softley
De laatste zomer|2007|Joost Wijnant
Sedam i po|2006|ja sigurno necu doci me
The Hottest State|2006|Ethan Hawke
Itty Bitty Titty Committee|2007|Jamie Babbit
An Inconvenient Truth|2006|Davis Guggenheim
Anamorph|2007|Henry Miller
Bosta|2005|Philippe Aractingi
Vicky Cristina Barcelona|2008|Woody Allen
Shi gan|2006|Ki-duk Kim
Iklimler|2006|Nuri Bilge Ceylan
Hostel: Part II|2007|Eli Roth
The Life of Reilly|2006|Frank L. Anderson
Rank|2006|John Hyams
Letters from Iwo Jima|2006|Clint Eastwood
We Own the Night|2007|James Gray
Day Night Day Night|2006|Julia Loktev
Feel the Noise|2007|Alejandro Chomski
Where God Left His Shoes|2007|Salvatore Stabile
Margot at the Wedding|2007|Noah Baumbach
Beaufort|2007|Joseph Cedar
Little Chenier|2006|Bethany Wolf
Starting Out in the Evening|2007|Andrew Wagner
Stuck|2007|Sam Leifer
Weirdsville|2007|Allan Moyle
Color of the Cross|2006|Jean-Claude Marre
The Tripper|2006|David Arquette
Bakjwi|2009|Chan-wook Park
How to Rob a Bank|2007|Andrews Jenkins
I Hate Valentine's Day|2009|Nia Vardalos
Irina Palm|2007|Sam Garbarski
License to Wed|2007|Ken Kwapis
The Nativity Story|2006|Catherine Hardwicke
Doogal|2006|Dave Borthwick
Der Baader Meinhof Komplex|2008|Uli Edel
Evening|2007|Lajos Koltai
Cover|2007|Bill Duke
Meet Dave|2008|Brian Robbins
Day Zero|2007|Bryan Gunnar Cole
The Last Mimzy|2007|Robert Shaye
The Mysteries of Pittsburgh|2008|Office Linebacker Tate
Kabul Express|2006|Kabir Khan
I Think I Love My Wife|2007|Chris Rock
Planet B-Boy|2007|Benson Lee
How She Move|2007|Ian Iqbal Rashid
Tennessee|2008|Aaron Woodley
America: Freedom to Fascism|2006|Aaron Russo
Dark Streets|2008|Rachel Samuels
Grace Is Gone|2007|James C. Strouse
Kickin It Old Skool|2007|Harvey Glazer
Primeval|2007|Michael Katleman
Illegal Tender|2007|Franc. Reyes
The Savages|2007|the Ugly Bad
Stomp the Yard|2007|Sylvain White
Aliens in the Attic|2009|John Schultz
The War Tapes|2006|Deborah Scranton
Daddy's Little Girls|2007|Tyler Perry
A Jihad for Love|2007|Parvez Sharma
Canvas|2006|Will Bakke
In Bruges|2008|Martin McDonagh
Imagine That|2009|Karey Kirkpatrick
Redline|2007|Andy Cheng
Shock to the System|2006|Ron Oliver
Smiley Face|2007|Gregg Araki
Atonement|2007|Joe Wright
The Dead Girl|2006|Karen Moncrieff
The Education of Charlie Banks|2007|Fred Durst
The Walker|2007|Paul Schrader
Bubot Niyar|2006|Tomer Heymann
Colma: The Musical|2006|Richard Wong
Hotel for Dogs|2009|Thor Freudenthal
Over Her Dead Body|2008|Jeff Lowell
Love's Abiding Joy|2006|Michael Jr.
Love Comes Lately|2007|Jan tte
Strength and Honour|2007|Mark Mahon
Nothing Is Private|2007|Alan Ball
American Fork|2007|Chris Bowman
Bill|2007|Bernie Goldmann
Brief Interviews with Hideous Men|2009|John Krasinski
Everybody Wants to Be Italian|2007|Jason Todd Ipson
God and Gays: Bridging the Gap|2006|Luane Beck
Mirrors|2008|Alexandre Aja
The Comebacks|2007|Tom Brady
Georgia Rule|2007|Garry Marshall
Death at a Funeral|2007|Frank Oz
Namastey London|2007|Vipul Amrutlal Shah
Not Easily Broken|2009|Bill Duke
Cassandra's Dream|2007|Woody Allen
The Babysitters|2007|David Ross
La misma luna|2007|Patricia Riggen
Star Trek|2009|J.J. Abrams
Talk to Me|2007|Kasi Lemmons
Yoru no shanghai|2007|Yibai Zhang
Air Guitar Nation|2006|Alexandra Lipsitz
Al Franken: God Spoke|2006|Nick Doob
Be Kind Rewind|2008|Michel Gondry
Epic Movie|2007|Jason Friedberg
Delta Farce|2007|C.B. Harding
Feast of Love|2007|Robert Benton
Forgetting Sarah Marshall|2008|Nicholas Stoller
The Incredible Hulk|2008|Louis Leterrier
I Trust You to Kill Me|2006|Manu Boyer
Skills Like This|2007|Monty Miranda
Appaloosa|2008|Ed Harris
The Promotion|2008|Steve Conrad
Death Sentence|2007|James Wan
Married Life|2007|Boy-Girl Boy-Girl
Rendition|2007|Gavin Hood
Facing the Giants|2006|Alex Kendrick
